freq,unit,na_item,sector,geo\TIME_PERIOD	1949 	1950 	1951 	1952 	1953 	1954 	1955 	1956 	1957 	1958 	1959 	1960 	1961 	1962 	1963 	1964 	1965 	1966 	1967 	1968 	1969 	1970 	1971 	1972 	1973 	1974 	1975 	1976 	1977 	1978 	1979 	1980 	1981 	1982 	1983 	1984 	1985 	1986 	1987 	1988 	1989 	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,PC,P4_R_HAB_GR,S14_S15,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.30 	8.42 	7.19 	5.82 	3.03 	4.64 	7.29 	11.45 	11.68 	13.62 	11.04 	12.92 	5.95 	-14.57 	-2.77 	5.70 	3.23 	4.04 	4.69 	5.70 	4.85 	4.17 	4.80 	3.93 	-0.95 	7.80 	0.06 	-0.89 
A,PC,P4_R_HAB_GR,S14_S15,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.73 	2.04 	3.51 	4.82 	3.34 	3.02 	4.42 	1.73 	0.77 	-0.91 	2.11 	1.04 	0.63 	2.23 	1.65 	-0.39 	0.66 	-0.49 	0.66 	0.70 	0.23 	1.11 	1.31 	1.34 	-5.77 	7.82 	0.01 	2.14 
A,PC,P4_R_HAB_GR,S14_S15,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.42 	6.44 	3.11 	3.98 	3.53 	6.52 	9.91 	8.44 	11.24 	11.18 	20.00 	12.59 	-5.99 	-17.84 	4.54 	2.73 	6.49 	7.92 	2.04 	3.27 	4.83 	3.87 	4.83 	1.75 	-3.14 	11.22 	2.58 	-1.25 
A,PC,P4_R_HAB_GR,S14_S15,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-1.18 	-1.20 	4.88 	1.68 	2.20 	3.10 	1.95 	2.22 	-1.85 	2.55 	3.22 	0.77 	2.39 	1.97 	1.54 	1.42 	4.33 	6.04 	2.03 	-8.37 	10.56 	4.82 	5.09 
A,PC,P4_R_HAB_GR,S14_S15,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.02 	3.43 	4.98 	4.84 	3.35 	2.13 	1.81 	0.31 	0.65 	0.88 	2.46 	2.14 	0.97 	0.33 	0.47 	-0.67 	-0.79 	-1.48 	0.20 	1.24 	0.53 	1.45 	1.99 	1.16 	-4.81 	3.88 	3.62 	-0.01 
A,PC,P4_R_HAB_GR,S14_S15,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.67 	2.06 	0.04 	0.94 	1.84 	2.67 	7.90 	4.30 	0.04 	-2.25 	-0.81 	0.51 	2.18 	2.19 	1.69 	2.55 	2.97 	5.79 	2.98 	3.29 	3.22 	3.62 	3.25 	3.40 	3.10 	4.53 	3.89 	4.08 	4.25 	1.34 	0.75 	2.50 	1.60 	2.38 	1.78 	1.22 	1.62 	0.31 	1.46 	0.99 	0.78 	-4.80 	4.01 	4.44 	: 
A,PC,P4_R_HAB_GR,S14_S15,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.39 	7.01 	4.86 	8.08 	3.26 	2.25 	3.44 	1.68 	3.75 	2.10 	5.31 	5.43 	6.78 	2.45 	5.12 	2.28 	0.77 	0.15 	3.35 	4.17 	3.87 	5.68 	4.99 	3.86 	-0.20 	7.18 	1.89 	0.96 
A,PC,P4_R_HAB_GR,S14_S15,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.52 	3.48 	4.55 	4.95 	3.42 	0.72 	1.05 	-0.38 	2.35 	1.46 	0.58 	1.29 	1.08 	-1.02 	1.28 	-4.69 	-5.96 	-0.24 	2.25 	2.13 	2.53 	1.95 	2.71 	3.56 	-5.65 	5.13 	4.10 	0.63 
A,PC,P4_R_HAB_GR,S14_S15,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.08 	-3.46 	5.21 	-1.23 	0.91 	7.69 	11.15 	8.47 	15.51 	12.63 	11.37 	15.05 	12.39 	-4.82 	-4.61 	2.86 	2.07 	-3.58 	4.23 	6.21 	7.42 	12.28 	10.88 	4.99 	-2.66 	7.21 	4.80 	2.66 
A,PC,P4_R_HAB_GR,S14_S15,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.85 p	8.45 p	5.33 p	-2.84 p	-0.61 p	1.74 p	-1.05 p	-1.33 p	0.27 p	-1.27 p	2.50 p	2.85 p	4.17 p	4.60 p	-0.14 p	9.08 p	5.32 p	: 
A,PC,P4_R_HAB_GR,S14_S15,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.77 	1.05 	2.79 	2.57 	3.97 	3.98 	4.68 	1.54 	2.79 	1.86 	2.09 	2.60 	2.61 	3.46 	-0.37 	0.07 	2.43 	1.20 	0.84 	1.27 	2.09 	3.27 	2.28 	0.86 	0.61 	-0.23 	-2.20 	4.51 	0.39 	-1.70 
A,PC,P4_R_HAB_GR,S14_S15,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.97 	3.19 	3.02 	6.17 	0.03 	2.93 	2.02 	3.61 	3.26 	2.07 	1.44 	5.03 	3.02 	2.03 	0.69 	0.18 	-3.04 	-4.12 	0.64 	2.60 	4.28 	2.47 	3.21 	4.53 	-3.82 	9.99 	2.73 	-0.16 
A,PC,P4_R_HAB_GR,S14_S15,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18.03 	6.47 	4.90 	-4.80 	1.44 	5.20 	5.69 	0.06 	5.10 	4.77 	6.74 	8.57 	7.18 	0.44 	1.30 	-1.72 	0.47 	-0.93 	2.23 	3.39 	3.18 	5.42 	3.94 	3.51 	0.13 	4.09 	4.20 	-2.99 
A,PC,P4_R_HAB_GR,S14_S15,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.48 p	9.80 p	1.88 p	5.99 p	1.78 p	3.44 p	3.70 p	4.09 p	-0.31 p	-0.05 p	2.44 p	12.50 p	15.37 p	14.27 p
A,PC,P4_R_HAB_GR,S14_S15,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.33 	3.45 	3.93 	4.45 	4.22 	3.67 	3.80 	3.61 	3.23 	2.14 	1.47 	1.58 	-0.64 	-1.98 	0.26 	-1.41 	0.83 	1.59 	1.58 	1.94 	2.22 	0.31 	0.65 	0.78 	: 	: 	: 	: 
A,PC,P51G_RAT_GDP_BUS,S11_S12,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.31 	14.84 	15.13 	15.45 	15.27 	16.25 	16.13 	15.11 	16.08 	15.77 	14.93 	14.56 	14.71 	14.45 	13.23 	12.84 	14.34 	14.53 	14.69 	14.49 	14.45 	14.80 	15.05 	15.40 	16.06 	15.67 	15.79 	15.68 	15.43 
A,PC,P51G_RAT_GDP_BUS,S11_S12,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12.26 	12.98 	13.27 	13.77 	13.78 	14.38 	14.91 	13.52 	13.24 	14.07 	14.09 	14.11 	14.77 	15.41 	14.14 b	13.53 	14.43 	14.24 	13.92 	14.21 	14.84 	15.23 	15.20 	15.29 	15.67 	15.36 	15.23 	15.55 	16.22 p
A,PC,P51G_RAT_GDP_BUS,S11_S12,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.81 	3.61 	8.12 	10.76 	11.78 	12.48 	14.89 	15.13 	16.17 	17.14 	20.87 	20.92 	21.69 	25.82 	19.29 	16.36 	15.83 	16.25 	15.58 	14.37 	13.61 	12.76 	13.97 	: 	: 	: 	: 	: 	: 
A,PC,P51G_RAT_GDP_BUS,S11_S12,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16.72 	16.39 	16.69 	17.81 	18.39 	19.07 	18.77 	19.14 	18.31 	18.93 	19.01 	19.24 	19.60 	19.21 	17.61 	17.59 	18.14 	19.03 	18.96 	19.17 	19.12 	19.37 	20.02 	19.60 	19.70 	19.86 	19.55 	19.24 p	19.25 p
A,PC,P51G_RAT_GDP_BUS,S11_S12,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.32 	9.02 	10.39 	8.22 	9.83 	8.69 	7.78 	8.97 	6.76 	6.14 	6.27 	8.29 	8.32 	9.84 	7.66 	8.08 	7.06 	6.05 	6.49 	6.21 	6.06 	10.12 	12.04 	6.13 	7.55 	8.92 	7.19 	7.91 	8.42 p
A,PC,P51G_RAT_GDP_BUS,S11_S12,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22.48 	23.57 	22.03 	20.34 	19.47 	19.57 	20.46 	18.80 	14.83 	17.06 	16.65 	16.32 	17.78 	17.08 	14.31 	14.50 	15.48 	15.79 	15.79 	15.36 	15.36 	15.60 	15.51 	14.92 	15.43 	14.56 	15.32 	16.39 	15.95 
A,PC,P51G_RAT_GDP_BUS,S11_S12,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12.24 	12.15 	12.18 	12.48 	12.54 	13.10 	12.43 	11.17 	10.83 	10.89 	10.99 	11.35 	11.69 	11.89 	10.62 	10.92 	11.40 	11.32 	11.07 	11.39 	11.57 	11.62 	11.82 	12.16 	12.37 	11.90 p	11.77 p	12.18 p	12.16 p
A,PC,P51G_RAT_GDP_BUS,S11_S12,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.74 	11.32 	12.19 	13.35 	12.62 	12.69 	12.67 	12.41 	12.12 	11.98 	11.81 	12.67 	12.93 	13.14 	12.16 	10.33 	10.46 	10.96 	11.38 	11.74 	12.24 	13.31 	13.57 	13.94 	13.65 	14.12 	14.15 	14.32 	14.09 
A,PC,P51G_RAT_GDP_BUS,S11_S12,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12.02 	11.66 	11.74 	11.87 	12.23 	12.61 	12.51 	11.01 	11.01 	11.51 	11.43 	11.21 	11.40 	11.96 	12.24 	12.50 	12.69 	13.73 	13.21 	12.67 	12.90 	12.74 
A,PC,P51G_RAT_GDP_BUS,S11_S12,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.67 	18.37 	19.89 	22.34 	17.87 	19.17 	19.20 	20.56 	22.77 	21.99 	21.65 	22.39 	22.25 	19.58 	12.57 	12.85 	17.69 	18.42 	17.86 	16.04 	14.34 	14.57 	14.78 	16.50 	16.28 	19.67 	17.72 	14.98 	15.28 
A,PC,P51G_RAT_GDP_BUS,S11_S12,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.78 	7.40 	7.97 	7.84 	8.10 	8.98 	8.60 	7.92 	6.96 	6.83 	5.98 	6.09 	7.12 	6.91 	6.04 	6.59 	5.33 	5.23 	4.69 	5.31 	5.38 	5.84 	5.67 	6.49 	6.72 	7.04 	7.72 	8.10 p	7.76 p
A,PC,P51G_RAT_GDP_BUS,S11_S12,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12.19 	12.37 	12.86 	13.61 	14.52 	14.69 	14.29 	13.82 	14.09 	14.48 	14.92 	15.78 	15.48 	14.48 	11.02 	10.84 	11.21 	11.35 	12.01 	12.83 	12.77 	13.26 	13.67 	14.16 	14.63 	14.37 	13.27 	13.02 	12.44 
A,PC,P51G_RAT_GDP_BUS,S11_S12,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12.27 	11.87 	11.98 	12.15 	12.57 	13.04 	12.99 	11.36 	11.21 	11.70 	11.69 	11.51 	11.75 	12.28 	12.55 	12.75 	12.93 	13.89 	13.41 	12.91 	13.16 	13.00 
A,PC,P51G_RAT_GDP_BUS,S11_S12,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.66 	11.69 	11.68 	12.30 	12.17 	13.11 	13.71 	12.25 	11.80 	11.75 	12.31 	12.25 	13.56 	14.37 	13.01 	12.35 	12.07 	12.05 	11.21 	11.01 	11.48 	12.07 	12.76 	13.21 	12.98 	12.83 	13.36 	13.81 	13.28 
A,PC,P51G_RAT_GDP_BUS,S11_S12,FR	11.08 	10.38 	10.35 	9.93 	9.84 	9.26 	9.48 	9.85 	10.56 	10.68 	10.89 	10.77 	11.33 	11.43 	11.51 	11.53 	11.39 	11.52 	11.67 	11.32 	11.57 	11.56 	11.68 	11.77 	11.83 	11.93 	10.93 	10.96 	10.89 	10.54 	10.38 	10.98 	10.77 	10.66 	10.03 	9.73 	9.86 	10.06 	10.45 	10.89 	11.21 	11.62 	11.73 	11.02 	10.06 	9.75 	9.71 	9.62 	9.40 	9.84 	10.39 	11.02 	11.10 	10.57 	10.41 	10.47 	10.56 	10.95 	11.52 	11.84 	10.65 	10.71 	11.17 	11.14 	10.84 	10.97 	11.04 	11.30 	11.61 	11.92 	12.09 	12.08 	12.65 	12.84 p	12.76 p
A,PC,P51G_RAT_GDP_BUS,S11_S12,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.18 	7.71 	10.82 	11.69 	12.14 	11.49 	12.37 	13.96 	16.35 	15.76 	16.46 	17.87 	16.48 	18.39 	15.77 	13.14 	12.59 	12.00 	11.96 	12.11 	12.55 	13.29 	13.72 	13.14 	13.59 	12.44 	11.46 	12.90 	12.21 p
A,PC,P51G_RAT_GDP_BUS,S11_S12,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.51 	14.12 	14.31 	15.84 	17.08 	16.63 	15.02 	13.54 	13.66 	13.89 	14.26 	13.80 	14.47 	14.99 	14.14 	12.51 	13.18 	12.61 	13.58 	13.81 	12.59 	13.12 	14.02 	14.90 	16.55 	14.91 	16.15 	16.84 	15.79 p
A,PC,P51G_RAT_GDP_BUS,S11_S12,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.23 	10.06 	10.75 	11.67 	12.28 	11.28 	10.93 	10.60 	10.86 	11.47 	12.89 	13.15 	12.26 	10.42 	12.18 	10.84 	11.57 	15.35 	14.18 	16.06 	20.93 	30.26 	28.80 	23.76 	49.43 	37.72 	18.25 	16.96 	17.55 
A,PC,P51G_RAT_GDP_BUS,S11_S12,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.34 	13.85 	10.76 	12.44 	14.87 	20.19 	25.16 	17.96 	15.36 	8.62 	8.52 	10.30 	10.89 	10.19 	11.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC,P51G_RAT_GDP_BUS,S11_S12,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.54 	10.45 	10.49 	10.82 	11.09 	11.67 	11.53 	12.32 	11.22 	11.29 	11.20 	11.29 	11.31 	11.08 	9.75 	10.21 	10.39 	9.72 	9.16 	9.33 	9.61 	9.99 	10.35 	10.78 	10.87 	10.65 	11.32 	11.72 	11.38 
A,PC,P51G_RAT_GDP_BUS,S11_S12,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.20 	14.88 	16.39 	16.79 	15.90 	13.07 	14.46 	14.19 	14.32 	14.88 	15.79 	18.07 	19.44 	16.75 	9.88 	8.71 	10.47 	10.40 	11.16 	11.57 	11.31 	11.73 	12.54 	13.24 	13.76 	12.36 	14.66 	14.26 	14.74 
A,PC,P51G_RAT_GDP_BUS,S11_S12,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.76 	11.25 	11.77 	11.64 	14.49 	12.03 	13.34 	12.43 	10.59 	10.97 	10.06 	9.64 	9.78 	10.38 	8.78 	8.41 	10.61 	11.18 	10.51 	10.56 	8.81 	8.84 	9.05 	7.88 	9.94 	7.65 	9.55 	8.22 	8.05 
A,PC,P51G_RAT_GDP_BUS,S11_S12,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.33 	13.79 	13.87 	20.02 	18.67 	20.68 	23.08 	20.29 	19.35 	21.49 	22.69 	23.07 	23.72 	20.67 	14.60 	12.09 	14.99 	17.66 	17.24 	15.61 	13.57 	13.24 	13.53 	13.32 	13.76 	13.45 	14.16 	14.87 	15.24 
A,PC,P51G_RAT_GDP_BUS,S11_S12,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.98 	14.94 	13.20 	13.92 	12.40 	13.80 	11.27 	6.50 	9.41 	9.91 	11.22 	11.02 	11.22 	11.29 	11.09 	14.46 	10.81 	11.20 	10.41 	10.30 	16.54 	15.62 	12.94 	11.32 	11.73 	10.82 	13.24 	16.60 	10.98 
A,PC,P51G_RAT_GDP_BUS,S11_S12,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.00 	11.21 	11.14 	11.58 	12.11 	11.92 	11.27 	10.00 	9.44 	9.25 	9.19 	9.55 	11.47 	10.44 	10.10 	9.48 	10.42 	10.18 	10.37 	9.34 	13.26 	10.43 	10.53 	10.31 	10.89 	10.65 	10.43 	10.49 	10.36 p
A,PC,P51G_RAT_GDP_BUS,S11_S12,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16.42 	16.56 	14.69 	15.71 	16.12 	17.41 	16.84 	15.69 	17.20 	16.82 	17.16 	15.83 	13.28 	12.76 	12.14 	13.36 	13.24 	13.03 	13.41 	14.74 	17.23 	14.69 	12.21 	11.62 	11.31 	10.60 	10.88 	11.77 	12.28 	14.31 	13.99 	13.98 	12.04 	12.39 	13.16 	13.52 	13.57 	13.04 	13.35 	12.53 	12.41 	14.65 	14.90 	12.40 	10.87 	: 
A,PC,P51G_RAT_GDP_BUS,S11_S12,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.58 	12.29 	14.28 	16.08 	16.76 	15.78 	12.90 	10.76 	10.30 	10.41 	10.44 	11.40 	12.60 	12.62 	11.16 	8.64 	9.34 	9.37 	9.78 	10.32 	10.96 	10.37 	9.46 	10.54 	11.05 	10.45 	8.97 	8.99 	9.11 
A,PC,P51G_RAT_GDP_BUS,S11_S12,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.52 	11.01 	12.03 	13.56 	13.62 	14.34 	13.63 	12.95 	12.29 	12.07 	12.23 	12.87 	13.43 	13.81 	12.38 	10.73 	10.75 	9.64 	9.53 	10.19 	10.40 	10.92 	12.02 	12.39 	12.87 	13.24 	13.77 	14.13 	13.62 p
